"scenario","lambda","cv_mse_mean","cv_mse_sd","true_fdr_mean","true_fdr_sd","est_fdr_mean","est_fdr_sd"
"correlated",0.00919913897850576,1.23994051408512,0.0849188351031949,0.843534707769466,0.00477310248557773,0.789334742199129,0.0371810130616007
"correlated",0.00842893095941227,1.25443534352265,0.0861099963999053,0.849330679507318,0.00492112879880491,0.800410482325352,0.0359301558054488
"correlated",0.00772320945303067,1.26920898916657,0.0864188522628471,0.854388440794455,0.00481837708162254,0.810735286243246,0.0342031875214232
"correlated",0.00707657525522565,1.28436771830577,0.0879554415408025,0.85895106502082,0.00453907653042974,0.819996788266751,0.03306663689439
"correlated",0.00648408121616084,1.29983772702545,0.0894993511281664,0.863061595276718,0.0044272487569674,0.828411041036849,0.0327180950475923
"correlated",0.00594119439155589,1.31446072123542,0.0904540332716004,0.866923414183134,0.00424952175977247,0.836397393097062,0.0315633476132228
"correlated",0.00544376136287119,1.32961576985839,0.0925364180893367,0.87016301234999,0.00424229760463104,0.843113239823032,0.0306250611050221
"correlated",0.00498797646109815,1.34384974073679,0.093233892458252,0.872851249746143,0.00415091296718133,0.848641109926945,0.0301435938780825
"correlated",0.00457035265104768,1.35876017766314,0.0948902588847172,0.875783117793843,0.00387329615607626,0.85466055376826,0.0296037047042506
"correlated",0.00418769485338345,1.37310500290721,0.0964205277139967,0.878108458053687,0.00333854031202909,0.85937169135592,0.0295932170330937
"correlated",0.00383707550029739,1.3873657638007,0.0976682583010462,0.88032037968666,0.00306499622941769,0.863895608831087,0.0293708884933253
"correlated",0.00351581213781297,1.40061957967718,0.099401691102278,0.88195252171458,0.00284693214437273,0.867231387759803,0.0292739430039508
"correlated",0.00322144690336038,1.41362339829428,0.100528982687337,0.883890147552158,0.00234652065973818,0.871181964238459,0.0290264603978041
"correlated",0.00295172772161419,1.42655814283514,0.101583316965623,0.885420788092787,0.00228603287630788,0.87432543316811,0.0288295132334298
"correlated",0.00270459107473018,1.4392518211716,0.103293453870576,0.886731103292845,0.00225570552449862,0.877004695775506,0.0287538350198313
"correlated",0.00247814621516309,1.45120622440061,0.104322009199069,0.887905954072552,0.00236605400315367,0.879387015292591,0.0289336558014961
"correlated",0.00227066070028343,1.46316682042574,0.105616318456085,0.889107775955733,0.00212577448441412,0.881883384436734,0.0284163424280695
"correlated",0.00208054713812451,1.47463090729698,0.106653346006201,0.890149019603433,0.00192673425865106,0.884079233937387,0.0277087119786266
"correlated",0.00190635104285627,1.48601309513471,0.107876495779422,0.891073175218133,0.00182224411318998,0.88599860958346,0.0273543907853907
"correlated",0.00174673970707301,1.49701600708762,0.108972955944028,0.891759429741693,0.00173153788869639,0.887407961722465,0.027175746444103
"correlated",0.00160049200576095,1.50781448609756,0.110052872757094,0.892396326081914,0.00183215237058873,0.888702650303957,0.0272611416169848
