"method","alpha","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct","acv_size","tie_size_min"
"fy",0.05,"model1",1,40,85,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,85,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,40,85,NA,2,5,1,4,1
"cv",NA,"model1",1,40,86,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,86,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,86,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,86,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,86,NA,2,5,1,8,1
"cv",NA,"model1",1,40,87,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,87,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,87,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,87,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,87,NA,2,5,1,8,1
"cv",NA,"model1",1,40,88,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,88,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,88,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,88,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,40,88,NA,2,5,1,6,1
"cv",NA,"model1",1,40,89,13,3,5,0,NA,NA
"bic",NA,"model1",1,40,89,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,89,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,89,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,89,NA,2,5,1,8,1
"cv",NA,"model1",1,40,90,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,90,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,90,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,90,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,40,90,NA,2,5,1,4,1
"cv",NA,"model1",1,40,91,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,91,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,91,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,91,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,40,91,NA,2,5,1,5,1
"cv",NA,"model1",1,40,92,8,4,5,0,NA,NA
"bic",NA,"model1",1,40,92,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,92,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,92,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,92,NA,2,5,1,8,1
"cv",NA,"model1",1,40,93,13,3,5,0,NA,NA
"bic",NA,"model1",1,40,93,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,93,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,93,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,40,93,NA,2,5,1,5,1
"cv",NA,"model1",1,40,94,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,94,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,94,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,94,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,40,94,NA,2,5,1,4,1
"cv",NA,"model1",1,40,95,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,95,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,95,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,95,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,40,95,NA,2,5,1,6,1
"cv",NA,"model1",1,40,96,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,96,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,96,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,96,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,96,NA,2,5,1,8,1
"cv",NA,"model1",1,40,97,13,3,5,0,NA,NA
"bic",NA,"model1",1,40,97,13,3,5,0,NA,NA
"fy",0.05,"model1",1,40,97,5,2,5,1,5,NA
"cvc_pmax",0.05,"model1",1,40,97,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,97,NA,2,5,1,8,1
"cv",NA,"model1",1,40,98,14,4,5,0,NA,NA
"bic",NA,"model1",1,40,98,6,3,5,0,NA,NA
"fy",0.05,"model1",1,40,98,6,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,40,98,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,40,98,NA,2,5,1,8,1
"cv",NA,"model1",1,40,99,5,2,5,1,NA,NA
"bic",NA,"model1",1,40,99,13,3,5,0,NA,NA
"fy",0.05,"model1",1,40,99,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,99,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,40,99,NA,2,5,1,4,1
"cv",NA,"model1",1,40,100,6,3,5,0,NA,NA
"bic",NA,"model1",1,40,100,5,2,5,1,NA,NA
"fy",0.05,"model1",1,40,100,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,40,100,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,40,100,NA,2,5,1,4,1
"cv",NA,"model1",1,80,1,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,1,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,1,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,1,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,80,1,NA,2,5,1,5,1
"cv",NA,"model1",1,80,2,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,2,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,2,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,2,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,2,NA,2,5,1,6,1
"cv",NA,"model1",1,80,3,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,3,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,3,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,3,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,3,NA,2,5,1,6,1
"cv",NA,"model1",1,80,4,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,4,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,4,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,4,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,4,NA,2,5,1,6,1
"cv",NA,"model1",1,80,5,14,4,5,0,NA,NA
"bic",NA,"model1",1,80,5,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,5,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,5,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,5,NA,2,5,1,7,1
"cv",NA,"model1",1,80,6,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,6,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,6,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,6,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,6,NA,2,5,1,8,1
"cv",NA,"model1",1,80,7,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,7,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,7,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,7,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,7,NA,2,5,1,8,1
"cv",NA,"model1",1,80,8,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,8,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,8,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,8,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,8,NA,2,5,1,8,1
"cv",NA,"model1",1,80,9,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,9,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,9,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,9,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,9,NA,2,5,1,8,1
"cv",NA,"model1",1,80,10,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,10,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,10,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,10,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,10,NA,2,5,1,8,1
"cv",NA,"model1",1,80,11,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,11,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,11,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,11,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,11,NA,2,5,1,6,1
"cv",NA,"model1",1,80,12,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,12,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,12,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,12,5,2,5,1,2,1
"cvc_frac",0.05,"model1",1,80,12,NA,2,5,1,2,1
"cv",NA,"model1",1,80,13,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,13,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,13,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,13,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,13,NA,2,5,1,8,1
"cv",NA,"model1",1,80,14,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,14,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,14,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,14,5,2,5,1,3,1
"cvc_frac",0.05,"model1",1,80,14,NA,2,5,1,3,1
"cv",NA,"model1",1,80,15,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,15,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,15,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,15,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,15,NA,2,5,1,7,1
"cv",NA,"model1",1,80,16,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,16,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,16,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,16,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,80,16,NA,2,5,1,5,1
"cv",NA,"model1",1,80,17,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,17,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,17,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,17,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,17,NA,2,5,1,8,1
"cv",NA,"model1",1,80,18,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,18,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,18,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,18,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,18,NA,2,5,1,4,1
"cv",NA,"model1",1,80,19,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,19,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,19,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,19,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,19,NA,2,5,1,8,1
"cv",NA,"model1",1,80,20,7,3,5,0,NA,NA
"bic",NA,"model1",1,80,20,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,20,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,20,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,20,NA,2,5,1,4,1
"cv",NA,"model1",1,80,21,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,21,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,21,6,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,80,21,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,21,NA,2,5,1,8,1
"cv",NA,"model1",1,80,22,7,3,5,0,NA,NA
"bic",NA,"model1",1,80,22,7,3,5,0,NA,NA
"fy",0.05,"model1",1,80,22,7,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,80,22,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,22,NA,2,5,1,6,1
"cv",NA,"model1",1,80,23,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,23,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,23,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,23,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,23,NA,2,5,1,8,1
"cv",NA,"model1",1,80,24,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,24,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,24,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,24,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,24,NA,2,5,1,8,1
"cv",NA,"model1",1,80,25,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,25,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,25,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,25,5,2,5,1,2,1
"cvc_frac",0.05,"model1",1,80,25,NA,2,5,1,2,1
"cv",NA,"model1",1,80,26,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,26,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,26,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,26,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,80,26,NA,2,5,1,5,1
"cv",NA,"model1",1,80,27,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,27,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,27,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,27,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,27,NA,2,5,1,8,1
"cv",NA,"model1",1,80,28,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,28,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,28,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,28,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,28,NA,2,5,1,8,1
"cv",NA,"model1",1,80,29,15,4,5,0,NA,NA
"bic",NA,"model1",1,80,29,15,4,5,0,NA,NA
"fy",0.05,"model1",1,80,29,15,4,5,0,2,NA
"cvc_pmax",0.05,"model1",1,80,29,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,29,NA,2,5,1,8,1
"cv",NA,"model1",1,80,30,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,30,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,30,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,30,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,30,NA,2,5,1,8,1
"cv",NA,"model1",1,80,31,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,31,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,31,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,80,31,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,31,NA,2,5,1,7,1
"cv",NA,"model1",1,80,32,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,32,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,32,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,32,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,32,NA,2,5,1,8,1
"cv",NA,"model1",1,80,33,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,33,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,33,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,33,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,80,33,NA,2,5,1,5,1
"cv",NA,"model1",1,80,34,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,34,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,34,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,34,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,34,NA,2,5,1,4,1
"cv",NA,"model1",1,80,35,14,4,5,0,NA,NA
"bic",NA,"model1",1,80,35,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,35,6,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,80,35,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,35,NA,2,5,1,8,1
"cv",NA,"model1",1,80,36,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,36,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,36,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,80,36,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,36,NA,2,5,1,8,1
"cv",NA,"model1",1,80,37,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,37,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,37,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,37,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,37,NA,2,5,1,7,1
"cv",NA,"model1",1,80,38,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,38,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,38,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,38,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,38,NA,2,5,1,8,1
"cv",NA,"model1",1,80,39,14,4,5,0,NA,NA
"bic",NA,"model1",1,80,39,13,3,5,0,NA,NA
"fy",0.05,"model1",1,80,39,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,80,39,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,39,NA,2,5,1,8,1
"cv",NA,"model1",1,80,40,7,3,5,0,NA,NA
"bic",NA,"model1",1,80,40,7,3,5,0,NA,NA
"fy",0.05,"model1",1,80,40,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,80,40,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,40,NA,2,5,1,8,1
"cv",NA,"model1",1,80,41,7,3,5,0,NA,NA
"bic",NA,"model1",1,80,41,7,3,5,0,NA,NA
"fy",0.05,"model1",1,80,41,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,80,41,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,41,NA,2,5,1,8,1
"cv",NA,"model1",1,80,42,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,42,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,42,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,42,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,42,NA,2,5,1,7,1
"cv",NA,"model1",1,80,43,16,5,5,0,NA,NA
"bic",NA,"model1",1,80,43,15,4,5,0,NA,NA
"fy",0.05,"model1",1,80,43,15,4,5,0,2,NA
"cvc_pmax",0.05,"model1",1,80,43,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,43,NA,2,5,1,8,1
"cv",NA,"model1",1,80,44,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,44,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,44,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,44,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,44,NA,2,5,1,8,1
"cv",NA,"model1",1,80,45,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,45,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,45,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,45,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,45,NA,2,5,1,6,1
"cv",NA,"model1",1,80,46,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,46,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,46,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,46,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,80,46,NA,2,5,1,5,1
"cv",NA,"model1",1,80,47,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,47,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,47,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,47,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,47,NA,2,5,1,4,1
"cv",NA,"model1",1,80,48,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,48,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,48,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,48,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,48,NA,2,5,1,7,1
"cv",NA,"model1",1,80,49,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,49,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,49,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,49,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,49,NA,2,5,1,7,1
"cv",NA,"model1",1,80,50,7,3,5,0,NA,NA
"bic",NA,"model1",1,80,50,7,3,5,0,NA,NA
"fy",0.05,"model1",1,80,50,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,80,50,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,50,NA,2,5,1,8,1
"cv",NA,"model1",1,80,51,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,51,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,51,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,51,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,51,NA,2,5,1,8,1
"cv",NA,"model1",1,80,52,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,52,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,52,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,52,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,52,NA,2,5,1,8,1
"cv",NA,"model1",1,80,53,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,53,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,53,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,53,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,53,NA,2,5,1,8,1
"cv",NA,"model1",1,80,54,15,4,5,0,NA,NA
"bic",NA,"model1",1,80,54,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,54,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,54,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,54,NA,2,5,1,8,1
"cv",NA,"model1",1,80,55,8,4,5,0,NA,NA
"bic",NA,"model1",1,80,55,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,55,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,55,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,55,NA,2,5,1,4,1
"cv",NA,"model1",1,80,56,7,3,5,0,NA,NA
"bic",NA,"model1",1,80,56,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,56,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,56,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,56,NA,2,5,1,4,1
"cv",NA,"model1",1,80,57,14,4,5,0,NA,NA
"bic",NA,"model1",1,80,57,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,57,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,57,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,57,NA,2,5,1,8,1
"cv",NA,"model1",1,80,58,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,58,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,58,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,58,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,58,NA,2,5,1,4,1
"cv",NA,"model1",1,80,59,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,59,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,59,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,59,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,59,NA,2,5,1,8,1
"cv",NA,"model1",1,80,60,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,60,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,60,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,60,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,60,NA,2,5,1,6,1
"cv",NA,"model1",1,80,61,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,61,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,61,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,61,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,61,NA,2,5,1,8,1
"cv",NA,"model1",1,80,62,14,4,5,0,NA,NA
"bic",NA,"model1",1,80,62,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,62,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,62,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,62,NA,2,5,1,8,1
"cv",NA,"model1",1,80,63,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,63,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,63,6,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,80,63,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,63,NA,2,5,1,8,1
"cv",NA,"model1",1,80,64,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,64,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,64,6,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,80,64,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,80,64,NA,2,5,1,4,1
"cv",NA,"model1",1,80,65,6,3,5,0,NA,NA
"bic",NA,"model1",1,80,65,6,3,5,0,NA,NA
"fy",0.05,"model1",1,80,65,5,2,5,1,5,NA
"cvc_pmax",0.05,"model1",1,80,65,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,80,65,NA,2,5,1,7,1
"cv",NA,"model1",1,80,66,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,66,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,66,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,66,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,66,NA,2,5,1,8,1
"cv",NA,"model1",1,80,67,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,67,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,67,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,67,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,80,67,NA,2,5,1,8,1
"cv",NA,"model1",1,80,68,5,2,5,1,NA,NA
"bic",NA,"model1",1,80,68,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,68,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,68,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,80,68,NA,2,5,1,5,1
"cv",NA,"model1",1,80,69,13,3,5,0,NA,NA
"bic",NA,"model1",1,80,69,5,2,5,1,NA,NA
"fy",0.05,"model1",1,80,69,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,80,69,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,80,69,NA,2,5,1,6,1
"cv",NA,"model1",1,80,70,15,4,5,0,NA,NA
"bic",NA,"model1",1,80,70,7,3,5,0,NA,NA
"fy",0.05,"model1",1,80,70,7,3,5,0,4,NA
"cvc_pmax",0.05,"model1",1,80,70,5,2,5,1,8,1
